Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio
2022,Data Engineer,MI,PT,4372901,DE,DE,L,50
2022,Data Scientist,EN,FT,1467421,IN,IN,M,100
2022,Principal Data Scientist,SE,FT,12943889,DE,DE,M,100
2022,Data Engineer,EN,FT,9548340,US,US,M,100
2022,Research Scientist,SE,FT,11458008,US,US,L,50
2022,Data Scientist,SE,FT,8346045,US,US,M,100
2022,Data Engineer,SE,FT,7956950,US,US,M,100
2022,Data Scientist,SE,FT,11139730,US,US,M,100
2022,Data Analyst,MI,FT,10741883,US,US,M,100
2022,Data Analyst,MI,FT,3978475,US,US,M,100
2022,Data Scientist,SE,FT,17505290,US,US,M,100
2022,Data Scientist,SE,FT,11139730,US,US,M,100
2022,Data Scientist,MI,FT,14579360,GB,GB,M,0
2022,Data Scientist,MI,FT,7289680,GB,GB,M,0
2022,Data Scientist,SE,FT,14728314,US,US,M,100
2022,Machine Learning Engineer,SE,FT,17505290,US,US,M,100
2022,Data Scientist,MI,FT,15913900,US,US,M,100
2022,Data Scientist,MI,FT,9548340,US,US,M,100
2022,Machine Learning Engineer,SE,FT,9548340,AE,AE,S,100
2022,Machine Learning Engineer,SE,FT,5172018,AE,AE,S,100
2022,Data Engineer,EX,FT,25780518,US,US,M,100
2022,Data Engineer,EX,FT,17187012,US,US,M,100
2022,Data Engineer,SE,FT,16709595,US,US,M,100
2022,Machine Learning Engineer,SE,FT,9548340,US,US,M,100
2022,Data Scientist,SE,FT,18300985,US,US,M,100
2022,Data Scientist,EN,PT,7956950,DZ,DZ,M,50
2022,Data Scientist,MI,FL,7956950,CA,US,M,100
2022,Applied Machine Learning Scientist,EN,CT,2536278,TN,CZ,M,100
2022,Head of Data,SE,FT,15913900,MY,US,M,100
2022,Principal Data Analyst,MI,FT,5967713,CA,CA,S,100
2022,Data Scientist,MI,FT,2831879,PL,PL,L,100
2022,Machine Learning Developer,SE,FT,6269360,CA,CA,M,100
2022,Data Scientist,SE,FT,7956950,BR,US,M,100
2022,Machine Learning Scientist,MI,FT,12174134,US,US,M,50
2022,Data Engineer,EN,FT,4617816,PK,DE,M,100
2022,Data Scientist,SE,FT,13128968,US,US,M,100
2022,Research Scientist,SE,FT,7433940,FR,FR,L,50
2022,Data Scientist,EN,FT,4169124,CA,CA,L,100
2022,Machine Learning Engineer,SE,FT,4985109,NL,NL,L,100
2022,Head of Data,MI,FT,2623725,EE,EE,S,100
2022,Data Scientist,EN,FT,3182780,JP,MY,L,100
2022,Machine Learning Engineer,MI,FT,6956364,AU,AU,L,100
2022,Data Engineer,SE,FT,9150493,US,US,M,100
2022,Data Scientist,EN,FT,6898914,AU,AU,M,50
2022,Applied Machine Learning Scientist,MI,FT,5967713,BO,US,L,100
2022,Research Scientist,MI,FT,5160003,AT,AT,L,0
2022,Research Scientist,EN,FT,9548340,US,US,L,100
2022,Applied Data Scientist,MI,FT,12492412,US,US,L,100
2022,Computer Vision Software Engineer,EN,FT,11935425,AU,AU,S,100
2022,Business Data Analyst,MI,FT,5642432,CA,CA,L,50
2022,Data Engineer,EN,FT,5172018,US,US,S,100
2022,Machine Learning Engineer,SE,FT,5684763,IE,IE,S,100
2022,Data Analytics Engineer,EN,FT,1591390,PK,PK,M,0
2022,Data Scientist,MI,FT,3819336,RU,US,S,100
2022,Data Science Manager,SE,FT,12134349,US,US,M,100
2022,Data Engineer,MI,FT,5422423,FR,FR,M,100
2022,Data Scientist,MI,FT,9735010,CH,CH,L,0
2022,Applied Data Scientist,SE,FT,30236410,US,US,L,100
2022,Data Scientist,MI,FT,5517031,CA,CA,M,100
2022,Computer Vision Engineer,EN,FT,795695,PT,LU,M,100
2022,Data Analyst,MI,FT,1591390,GR,GR,S,100
2022,Data Analytics Lead,SE,FT,32225648,US,US,L,100
2022,Data Scientist,MI,FT,10741883,US,US,L,100
2022,Applied Data Scientist,SE,FT,14083802,US,US,L,100
2022,Data Scientist,MI,FT,6206421,US,US,M,100
2022,Data Analyst,SE,FT,10741883,US,US,M,100
2022,Data Analyst,SE,FT,7956950,US,US,M,100
2022,Data Analyst,SE,FT,7186717,US,US,M,100
2022,Data Analyst,MI,FT,6763408,CA,CA,M,0
2022,Data Analyst,MI,FT,5967713,CA,CA,M,0
2022,Machine Learning Engineer,SE,FT,17027873,US,US,M,100
2022,Machine Learning Engineer,SE,FT,15325086,US,US,M,100
2022,Data Architect,SE,FT,21197315,US,US,M,100
2022,Data Architect,SE,FT,16957852,US,US,M,100
2022,Data Analyst,SE,FT,8983397,US,US,M,100
2022,Data Engineer,SE,FT,12333273,US,US,M,100
2022,Data Scientist,MI,FT,11243170,US,US,M,0
2022,Data Scientist,MI,FT,8124046,US,US,M,0
2022,Data Analyst,SE,FT,9224810,US,US,M,100
2022,Data Analyst,SE,FT,6498123,US,US,M,100
2022,Data Engineer,MI,FT,16446936,US,US,M,0
2022,Data Engineer,MI,FT,7885337,US,US,M,0
2022,Data Engineer,SE,FT,10344035,US,US,M,100
2022,Data Engineer,SE,FT,9150493,US,US,M,100
2022,Data Engineer,SE,FT,8792430,US,US,M,100
2022,Data Engineer,SE,FT,10344035,US,US,M,100
2022,Data Analyst,SE,FT,7881359,US,US,M,100
2022,Data Engineer,SE,FT,12731120,US,US,M,100
2022,Data Scientist,SE,FT,16335618,US,US,L,0
2022,Data Scientist,SE,FT,11171558,US,US,L,0
2022,Data Scientist,SE,FT,14004232,US,US,M,100
2022,Data Scientist,SE,FT,11458008,US,US,M,100
2022,Data Engineer,SE,FT,15921857,US,US,M,100
2022,Data Engineer,SE,FT,12731120,US,US,M,100
2022,Data Engineer,SE,FT,11537578,US,US,M,100
2022,Data Engineer,SE,FT,5609650,US,US,M,0
2022,Data Scientist,SE,FT,16335618,US,US,M,0
2022,Data Scientist,SE,FT,11171558,US,US,M,0
2022,Analytics Engineer,SE,FT,16335618,US,US,M,0
2022,Analytics Engineer,SE,FT,14696487,US,US,M,0
2022,Data Engineer,SE,FT,13932619,US,US,M,100
2022,Data Engineer,SE,FT,11159622,US,US,M,100
2022,Data Analyst,SE,FT,9241997,US,US,M,100
2022,Data Engineer,SE,FT,4296753,US,US,M,0
2022,Data Analyst,SE,FT,13526815,US,US,M,100
2022,Data Analyst,MI,FT,5206869,GB,GB,M,0
2022,Data Analyst,SE,FT,6365560,US,US,M,100
2022,Data Scientist,SE,FT,11139730,US,US,M,100
2022,Data Scientist,SE,FT,16709595,US,US,M,100
2022,Data Scientist,SE,FT,11139730,US,US,M,100
2022,Data Analyst,SE,FT,7956950,US,US,M,100
2022,Data Analyst,SE,FT,5490296,US,US,M,100
2022,Data Scientist,SE,FT,16709595,US,US,M,100
2022,Data Scientist,SE,FT,11139730,US,US,M,100
2022,Data Scientist,SE,FT,16709595,US,US,M,100
2022,Data Analyst,SE,FT,11941393,US,US,M,100
2022,Data Engineer,SE,FT,7956950,US,US,M,100
2022,Data Engineer,SE,FT,1989238,US,US,M,100
2022,Data Analyst,SE,FT,10065542,US,US,M,100
2022,Data Analyst,SE,FT,8455055,US,US,M,100
2022,Data Engineer,SE,FT,17514043,US,US,M,100
2022,Data Engineer,SE,FT,12737486,US,US,M,100
2022,Data Analyst,SE,FT,8354798,US,US,M,100
2022,Data Analyst,SE,FT,8826247,US,US,M,100
2022,Data Analyst,MI,FT,3644840,GB,GB,M,0
2022,Data Scientist,SE,FT,11139730,US,US,M,100
2022,Data Analyst,SE,FT,7877381,US,US,M,0
2022,Data Analyst,SE,FT,4774170,US,US,M,100
2022,Data Architect,SE,FT,15322221,US,US,M,100
2022,Data Architect,SE,FT,11525960,US,US,M,100
2022,Data Scientist,SE,FT,18300985,US,US,M,100
2022,Data Scientist,SE,FT,11935425,US,US,M,100
2022,Data Analytics Manager,SE,FT,11956113,US,US,M,100
2022,Data Analytics Manager,SE,FT,8695355,US,US,M,100
2022,Data Scientist,SE,FT,16709595,US,US,M,100
2022,Data Analyst,SE,FT,13526815,US,US,M,100
2022,Data Scientist,MI,FT,12731120,US,US,M,100
2022,Data Scientist,MI,FT,10344035,US,US,M,100
2022,Data Analyst,EN,FT,5331157,CA,CA,M,0
2022,Data Analyst,EN,FT,4137614,CA,CA,M,0
2022,Data Engineer,SE,FT,12253703,US,US,M,100
2022,Data Engineer,SE,FT,10025757,US,US,M,100
2022,Data Analyst,SE,FT,10264466,US,US,M,0
2022,Data Analyst,SE,FT,11935425,US,US,M,100
2022,AI Scientist,MI,FT,15913900,IN,US,L,100
